name,categ,X,Y,color
Деформации грудной клетки у детей,Детские болезни,18.573833,58.13419,#23888D
Деформации конечностей,Болезни ОДС и травмы,16.981604,71.43202,#29AF7F
Деформации стоп,Болезни ОДС и травмы,14.448302,74.797066,#29AF7F
Деформация грудной клетки,Болезни ОДС и травмы,18.658058,58.07109,#29AF7F
Деформация ногтей,Косметические проблемы,-73.017426,12.893333,#460C5F
Деформация ушных раковин,Эстетические проблемы,-24.786821,42.830746,#2D6F8E
Деформирующий остеит,Болезни ОДС и травмы,10.472254,63.02705,#29AF7F
Деформирующий остеоартроз,Ревматические болезни,3.333365,70.63991,#BADE27
Джексоновская эпилепсия,Нервные болезни,53.62179,12.941854,#64CB5D
Диабетическая макроангиопатия,Эндокринные болезни,50.00966,-25.938786,#440154
Диабетическая нейропатия,Эндокринные болезни,53.425323,0.88153,#440154
Диабетическая нефропатия,Эндокринные болезни,21.805687,-25.356081,#440154
Диабетическая остеоартропатия,Эндокринные болезни,7.3976665,64.50861,#440154
Диабетическая ретинопатия,Глазные болезни,3.8945694,34.91244,#345E8D
Диабетическая стопа,Эндокринные болезни,7.4586725,64.381165,#440154
Диабетическая энцефалопатия,Нервные болезни,58.912167,17.135635,#64CB5D
Диабетический кетоацидоз,Эндокринные болезни,34.46967,-19.412336,#440154
Диарея. Понос,Болезни толстого кишечника,16.098322,-44.723293,#D2E11B
Диастема,Болезни зубов,-42.791798,55.463696,#38568B
Диастрофическая дисплазия ,Наследственные болезни,30.163685,1.2144834,#267F8E
Диатез,Детские болезни,4.1791773,-20.373049,#23888D
Дивертикул желудка,Болезни органов пищеварения,1.1790634,-58.35594,#22A784
Дивертикул Меккеля у детей,Детские болезни,0.1438064,-57.917416,#23888D
Дивертикул мочевого пузыря,Урологические болезни,-15.092959,-56.933117,#30678D
Дивертикул мочеиспускательного канала,Урологические болезни,-14.732526,-58.88746,#30678D
Дивертикул прямой кишки,Болезни толстого кишечника,-2.7754514,-55.705067,#D2E11B
Дивертикул трахеи,Болезни органов дыхания,-10.489944,-21.583452,#A5DA35
Дивертикул Ценкера,Болезни органов пищеварения,4.8554325,-58.4857,#22A784
Дивертикулит,Болезни толстого кишечника,-0.81490797,-54.011295,#D2E11B
Дивертикулы кишечника,Болезни органов пищеварения,-1.5515172,-53.346695,#22A784
Дивертикулы пищевода,Болезни органов пищеварения,4.9032054,-60.69515,#22A784
Дивертикулы сигмовидной кишки,Болезни толстого кишечника,-3.0091774,-55.43036,#D2E11B
Дивертикулярная болезнь толстого кишечника,Болезни толстого кишечника,-1.5941038,-53.248726,#D2E11B
Дизартрия,Нарушения речи,66.57003,30.476965,#8DD644
Дизентерия,Инфекционные болезни,-23.401901,-12.629987,#482374
Дизентерия у детей,Детские болезни,-20.46639,-13.964499,#23888D
Дизорфография,Нарушения речи,71.90616,31.352346,#8DD644
Дилатационная кардиомиопатия,Болезни сердца и сосудов,60.244305,-19.444645,#79D151
Динамическая афазия,Нарушения речи,64.7391,28.547525,#8DD644
Дирофиляриоз глаз,Глазные болезни,-8.804162,33.88245,#345E8D
Дисбактериоз,Болезни органов пищеварения,17.676836,-42.22104,#22A784
Дисбактериоз кишечника у детей,Детские болезни,-19.180807,-16.643312,#23888D
Дисгерминома яичника,Женские болезни,-33.910892,-79.09038,#3D4C89
Дисгидротическая экзема  ,Аллергические болезни,-62.611298,2.6288083,#E7E419
Дисгидротическая эпидермофития,Кожные болезни,-68.88439,7.920236,#404387
Дисграфия,Нарушения речи,70.28015,30.881195,#8DD644
Дискинезия желудка,Болезни органов пищеварения,8.341118,-41.084015,#22A784
Дискинезия желчевыводящих путей,Болезни органов пищеварения,4.6987906,-40.355747,#22A784
Дискинезия желчевыводящих путей у детей,Детские болезни,4.627017,-40.41522,#23888D
Дискинезия желчного пузыря,Болезни органов пищеварения,3.67351,-39.16574,#22A784
Дискинезия кишечника,Болезни органов пищеварения,20.460484,-44.97491,#22A784
Дискинезия пищевода,Болезни органов пищеварения,7.7683864,-58.231953,#22A784
Дискогенная миелопатия,Нервные болезни,33.57419,40.338997,#64CB5D
Дискоординированная родовая деятельность,Женские болезни,-9.868914,-87.840294,#3D4C89
Дислалия,Нарушения речи,68.60076,32.710804,#8DD644
Дислексия,Нарушения речи,69.78279,30.73893,#8DD644
Дисметаболическая нефропатия у детей,Детские болезни,28.89199,-22.673807,#23888D
Диспареуния,Женские болезни,83.26076,-12.921999,#3D4C89
Диспепсия,Болезни органов пищеварения,19.623764,-44.242554,#22A784
Диспепсия у детей,Детские болезни,20.058903,-47.780624,#23888D
Дисплазия вульвы,Женские болезни,-26.722797,-74.57248,#3D4C89
Дисплазия Книста ,Наследственные болезни,30.721296,0.58404225,#267F8E
Дисплазия тазобедренных суставов,Болезни ОДС и травмы,12.791437,71.52484,#29AF7F
Дисплазия шейки матки,Женские болезни,-25.371098,-76.04067,#3D4C89
Диспластический невус,Кожные болезни,-64.12563,-11.305692,#404387
Диссеминированный туберкулез легких,Болезни органов дыхания,-3.8507311,-2.899741,#A5DA35
Диссоциальное расстройство личности,Психические расстройства,86.80071,18.608019,#42BE71
Диссоциативная амнезия,Психические расстройства,81.49113,14.728775,#42BE71
Диссоциативная фуга,Психические расстройства,83.16698,15.594902,#42BE71
Диссоциативные расстройства,Психические расстройства,81.808136,14.945879,#42BE71
Диссоциативные расстройства движений и ощущений,Психические расстройства,77.422905,15.903688,#42BE71
Диссоциативный ступор,Психические расстройства,79.56509,13.346593,#42BE71
Дистальная моторная нейропатия ,Наследственные болезни,39.08601,3.3221467,#267F8E
Дистальный прикус,Болезни зубов,-41.678493,55.667725,#38568B
Дистопированный зуб,Болезни зубов,-45.44028,55.420425,#38568B
Дистопия почки,Урологические болезни,-13.182105,-30.998886,#30678D
Дистрофии у детей,Детские болезни,35.008305,-24.3566,#23888D
Дистрофическая миотония Россолимо-Штейнерта-Куршмана,Нервные болезни,42.82667,12.952172,#64CB5D
Дистрофия кожи,Кожные болезни,-65.2293,11.409638,#404387
Дисфункциональное маточное кровотечение,Женские болезни,38.528114,-50.038857,#3D4C89
Дисфункция ВНЧС,Болезни зубов,-0.77,73.50434,#38568B
Дисфункция яичников,Женские болезни,38.8891,-48.607838,#3D4C89
Дисхондростеоз Лери-Вейля ,Наследственные болезни,29.546986,1.3408905,#267F8E
Дисциркуляторная энцефалопатия,Нервные болезни,60.338287,16.795883,#64CB5D
Дифиллоботриоз,Инфекционные болезни,-24.101055,-17.249256,#482374
Дифтерия,Инфекционные болезни,-29.34797,1.0462161,#482374
Диффузная мастопатия,Болезни молочных желез,-51.16885,-38.202835,#462F7C
Диффузное аксональное повреждение головного мозга,Нервные болезни,37.985214,31.719084,#64CB5D
Диффузный пневмосклероз,Болезни органов дыхания,-2.833242,1.5494709,#A5DA35
Диффузный полипоз,Болезни толстого кишечника,-39.14911,-44.002632,#D2E11B
Диффузный токсический зоб,Эндокринные болезни,34.260986,-33.991074,#440154
Диффузный эутиреоидный зоб,Эндокринные болезни,37.20651,-32.203228,#440154
Добавочная молочная железа,Болезни молочных желез,-52.891144,-37.441467,#462F7C
Добавочное легкое,Болезни органов дыхания,3.487549,0.3482585,#A5DA35
Доброкачественная миоклоническая эпилепсия младенчества,Детские болезни,56.815727,9.823293,#23888D
Доброкачественная роландическая эпилепсия,Нервные болезни,55.574142,11.9657,#64CB5D
Доброкачественные опухоли влагалища,Женские болезни,-25.713444,-56.536495,#3D4C89
Доброкачественные опухоли глотки,Онкологические болезни,-48.73037,-17.34946,#FDE724
Доброкачественные опухоли гортани,Онкологические болезни,-48.14235,-17.378613,#FDE724
Доброкачественные опухоли желудка,Онкологические болезни,-37.35834,-48.695538,#FDE724
Доброкачественные опухоли легких,Онкологические болезни,-42.15535,-22.69389,#FDE724
Доброкачественные опухоли молочных желез,Онкологические болезни,-49.354538,-39.08256,#FDE724
Доброкачественные опухоли мочевого пузыря,Онкологические болезни,-16.433582,-55.119705,#FDE724
Доброкачественные опухоли печени,Онкологические болезни,-33.290783,-34.891617,#FDE724
Доброкачественные опухоли пищевода,Онкологические болезни,-37.799347,-48.929813,#FDE724
Доброкачественные опухоли плевры,Онкологические болезни,-36.0942,-23.218819,#FDE724
Доброкачественные опухоли поджелудочной железы,Онкологические болезни,-33.16452,-35.778984,#FDE724
Доброкачественные опухоли полости носа,Онкологические болезни,-28.656788,29.054163,#FDE724
Доброкачественные опухоли полости рта,Онкологические болезни,-41.12719,28.526936,#FDE724
Доброкачественные опухоли толстого кишечника,Онкологические болезни,-35.02819,-46.119595,#FDE724
Доброкачественные опухоли тонкого кишечника,Онкологические болезни,-36.541805,-47.05551,#FDE724
Доброкачественные опухоли уретры,Онкологические болезни,-26.300457,-55.98059,#FDE724
Доброкачественные опухоли языка,Онкологические болезни,-49.838543,-16.243687,#FDE724
Доброкачественные опухоли яичников,Женские болезни,-35.400635,-80.42896,#3D4C89
Доброкачественный пемфигоид слизистых оболочек,Кожные болезни,-52.00801,17.909477,#404387
Долевая пневмония,Болезни органов дыхания,-8.617462,-0.8188244,#A5DA35
Долихосигма,Детские болезни,-0.67663884,-52.404007,#23888D
Домашнее насилие над детьми,Детские болезни,84.45278,25.811682,#23888D
Дракункулез,Инфекционные болезни,-32.020954,6.2001157,#482374
Драматическое расстройство личности,Психические расстройства,87.67258,18.2249,#42BE71
Дряблость кожи,Косметические проблемы,-73.52018,24.53761,#460C5F
Дряблость кожи живота,Эстетические проблемы,-26.266212,50.97655,#2D6F8E
Дряблость кожи рук,Эстетические проблемы,-71.91637,25.917345,#2D6F8E
Дуоденит,Болезни органов пищеварения,12.798428,-48.967915,#22A784
Дуодено-гастральный рефлюкс,Болезни органов пищеварения,13.142924,-55.184402,#22A784
Дуоденостаз,Болезни органов пищеварения,2.3447168,-52.378143,#22A784
Дыхательная недостаточность ,Болезни органов дыхания,49.047523,-16.617973,#A5DA35
Евстахиит,"Болезни уха, горла, носа",-19.789484,26.408924,#208F8C
Еюнит,Болезни органов пищеварения,14.379534,-42.56136,#22A784
Железистая гиперплазия эндометрия,Женские болезни,-30.755037,-78.74648,#3D4C89
Железодефицитная анемия,Болезни крови,26.280077,-28.107632,#1E988A
Железодефицитная анемия у детей,Детские болезни,37.034504,-26.169195,#23888D
Жёлтая лихорадка,Инфекционные болезни,-23.824722,-7.1296854,#482374
Желтуха новорожденных,Детские болезни,37.053467,-20.809258,#23888D
Желудочковая экстрасистолия,Болезни сердца и сосудов,63.344147,-13.365029,#79D151
Желудочно-кишечное кровотечение,Болезни органов пищеварения,1.9151728,-45.677658,#22A784
Желудочное кровотечение,Болезни органов пищеварения,3.378257,-45.326546,#22A784
Желудочный свищ,Болезни органов пищеварения,-8.75947,-53.618546,#22A784
Желчнокаменная болезнь,Болезни органов пищеварения,1.8018893,-38.161972,#22A784
Желчнокаменная болезнь у детей,Детские болезни,7.065083,-35.34929,#23888D
Желчный перитонит,Болезни органов пищеварения,-3.8770158,-38.87688,#22A784
Женский алкоголизм,Наркологические проблемы,85.69841,2.6476748,#29788E
Женский псевдогермафродитизм,Женские болезни,43.497833,-42.09397,#3D4C89
Жестокое обращение с детьми,Детские болезни,84.30776,25.583965,#23888D
Жирная кожа,Косметические проблемы,-73.425224,23.56202,#460C5F
Жирные волосы,Болезни волос,-75.74855,22.211866,#443982
Жировой гепатоз,Болезни органов пищеварения,14.412736,-28.056828,#22A784
Жировой некроз молочной железы,Болезни молочных желез,-51.791107,-33.74628,#462F7C
Жировые грыжи век,Эстетические проблемы,-21.902925,48.378963,#2D6F8E
Жировые отложения,Косметические проблемы,-69.1361,26.151749,#460C5F
Заболевания десен,Болезни зубов,-50.19406,35.87088,#38568B
Заболевания пародонта,Болезни зубов,-48.085125,41.654087,#38568B
Заболевания твердых тканей зуба ,Болезни зубов,-45.72925,47.985306,#38568B
Забрюшинная флегмона,Болезни органов пищеварения,-12.515464,-40.781643,#22A784
Забрюшинный абсцесс,Болезни органов пищеварения,-15.422995,-41.42134,#22A784
Зависимое расстройство личности,Психические расстройства,88.625275,18.597443,#42BE71
Заворот века,Глазные болезни,-2.7073863,42.318733,#345E8D
Заворот кишок,Болезни органов пищеварения,-3.37847,-54.524742,#22A784
Заглоточный абсцесс,"Болезни уха, горла, носа",-26.700598,18.475294,#208F8C
Задержка месячных,Женские болезни,35.189034,-49.118557,#3D4C89
Задержка мочеиспускания,Урологические болезни,-17.837109,-51.5986,#30678D
Задержка психического развития (ЗПР),Детские болезни,73.92178,25.59945,#23888D
Задержка развития плода,Женские болезни,-4.412865,-82.685616,#3D4C89
Задержка речевого развития,Нарушения речи,72.708084,28.265089,#8DD644
Задержка эякуляции,Мужские болезни,81.44222,-13.33104,#48196B
Заикание,Нервные болезни,70.424355,26.181852,#64CB5D
Заикание у детей,Нарушения речи,70.04311,25.623516,#8DD644
Закрытый перелом,Болезни ОДС и травмы,10.370523,87.04126,#29AF7F
Закрытый пневмоторакс,Болезни органов дыхания,3.3356886,7.756808,#A5DA35
Закупорка желчных протоков,Болезни органов пищеварения,-20.9851,-40.55343,#22A784
Замершая беременность ,Женские болезни,-6.317317,-86.031494,#3D4C89
Запавшие щёки,Эстетические проблемы,-24.873745,48.62412,#2D6F8E
Запой,Наркологические проблемы,82.73455,2.464486,#29788E
Запор,Болезни толстого кишечника,21.710192,-45.617546,#D2E11B
Запор у детей,Детские болезни,21.326277,-46.877228,#23888D
Застойная пневмония,Болезни органов дыхания,-7.3006864,-0.016511044,#A5DA35
Затяжная пневмония,Болезни органов дыхания,-9.203677,-0.2247421,#A5DA35
Заусенцы на пальцах,Косметические проблемы,-74.303116,15.034628,#460C5F
Заячья губа,Эстетические проблемы,-37.1242,53.498775,#2D6F8E
Зернисто-клеточная карцинома почки,Онкологические болезни,-29.215586,-36.47738,#FDE724
Злокачественные опухоли кожи,Кожные болезни,-57.85501,-13.950186,#404387
Злокачественные опухоли легких,Онкологические болезни,-41.376644,-24.683567,#FDE724
Злокачественные опухоли матки,Женские болезни,-28.340284,-78.6795,#3D4C89
Злокачественные опухоли полости рта,Болезни зубов,-39.82557,27.544018,#38568B
Злокачественные опухоли спинного мозга,Нервные болезни,20.976456,28.519138,#64CB5D
Злокачественные опухоли трахеи,Онкологические болезни,-42.524456,-27.791302,#FDE724
Злоупотребление амфетамином,Наркологические проблемы,81.13641,-0.2899465,#29788E
Злоупотребление анаболическими стероидами,Наркологические проблемы,81.58521,-2.3104281,#29788E
Злоупотребление бензодиазепинами,Наркологические проблемы,79.54427,0.45141816,#29788E
Злоупотребление катиноном,Наркологические проблемы,80.85158,1.0837874,#29788E
Злоупотребление кетамином,Наркологические проблемы,82.77268,0.08588699,#29788E
Злоупотребление ЛСД,Наркологические проблемы,83.580795,0.76525784,#29788E
Злоупотребление МДМА,Наркологические проблемы,82.17617,-0.65800333,#29788E
Злоупотребление метилфенидатом,Наркологические проблемы,83.92467,-0.72867656,#29788E
Злоупотребление седативно-снотворными препаратами,Наркологические проблемы,80.0855,-0.8810247,#29788E
Злоупотребление фенилпропаноламином,Наркологические проблемы,80.9241,0.4245291,#29788E
Злоупотребление холинолитиками,Наркологические проблемы,79.97587,0.29941368,#29788E
Зрелая кожа,Косметические проблемы,-71.2775,23.675072,#460C5F
Зубная гранулема,Болезни зубов,-49.130413,45.222977,#38568B
Зубной камень,Болезни зубов,-51.040672,51.850418,#38568B
Зубной налет,Болезни зубов,-51.062,51.851013,#38568B
Зуд вульвы,Женские болезни,-41.733795,-60.833817,#3D4C89
Игромания,Психические расстройства,88.14513,24.335226,#42BE71
Идиопатическая крапивница,Аллергические болезни,-50.281487,4.635069,#E7E419
Идиопатический блефароспазм,Глазные болезни,48.013733,20.722433,#345E8D
Идиопатический миокардит Абрамова-Фидлера,Болезни сердца и сосудов,8.014578,-11.533679,#79D151
Идиотия,Нервные болезни,70.36039,20.578678,#64CB5D
Иерсиниоз,Инфекционные болезни,-21.636,-4.226919,#482374
Илеит,Болезни органов пищеварения,13.962719,-45.70205,#22A784
Имбецильность,Нервные болезни,76.404076,24.827036,#64CB5D
Иммунные гемолитические анемии,Иммунные болезни,21.607058,-14.85359,#1E9F88
Иммунологическое бесплодие,Женские болезни,42.862755,-45.15255,#3D4C89
Импетиго,Кожные болезни,-66.363,6.002235,#404387
Импотенция,Мужские болезни,80.639145,-11.574084,#48196B
Инвагинация кишечника,Болезни органов пищеварения,-1.459892,-51.347733,#22A784
Инвазивная протоковая карцинома молочной железы,Онкологические болезни,-45.54552,-37.054424,#FDE724
Инверсные угри,Кожные болезни,-60.646797,22.342098,#404387
Инволюция молочных желез,Болезни молочных желез,-51.43632,-39.6551,#462F7C
Ингаляционная травма,Болезни органов дыхания,-3.3287344,8.257006,#A5DA35
Индуративная эритема Базена,Кожные болезни,-51.795662,10.427815,#404387
Инородное тело бронха,Болезни органов дыхания,-7.048366,20.865316,#A5DA35
Инородное тело влагалища,Женские болезни,-12.605392,-64.06986,#3D4C89
Инородное тело глотки,"Болезни уха, горла, носа",-7.8324842,22.014988,#208F8C
Инородное тело гортани,"Болезни уха, горла, носа",-7.376806,21.443495,#208F8C
Инородное тело желудка,Болезни органов пищеварения,-1.2228675,-62.127567,#22A784
Инородное тело кишечника,Болезни органов пищеварения,-1.7630187,-62.09217,#22A784
Инородное тело матки,Женские болезни,-17.314167,-78.578636,#3D4C89
Инородное тело мочевого пузыря,Урологические болезни,-15.983487,-56.756737,#30678D
Инородное тело носа,"Болезни уха, горла, носа",-8.255139,22.487381,#208F8C
Инородное тело пищевода,Болезни органов пищеварения,-0.7386221,-62.155087,#22A784
Инородное тело прямой кишки,Болезни толстого кишечника,-2.181365,-62.12193,#D2E11B
Инородное тело трахеи,Болезни органов дыхания,-7.25323,21.246813,#A5DA35
Инородное тело уретры,Урологические болезни,-13.093272,-63.491592,#30678D
Инородное тело уха,"Болезни уха, горла, носа",-17.010489,29.955265,#208F8C
Инородные тела глаза,Глазные болезни,-6.4707046,43.582375,#345E8D
Инсомния,Нервные болезни,73.647896,3.736589,#64CB5D
Инсулинома,Онкологические болезни,28.29234,-32.800117,#FDE724
Инсульт,Нервные болезни,40.21953,28.679222,#64CB5D
Интегументная красная волчанка ,Кожные болезни,-60.55569,9.041625,#404387
Интеллектуальные нарушения у детей,Детские болезни,72.669586,23.00649,#23888D
Интермиттирующий гидрартроз,Ревматические болезни,1.479546,58.576687,#BADE27
Интерстициальная миома матки,Женские болезни,-27.13985,-82.01515,#3D4C89
Интерстициальная пневмония,Болезни органов дыхания,-6.078712,0.59120667,#A5DA35
Интерстициальная фиброма матки,Женские болезни,-25.774424,-81.534874,#3D4C89
Интерстициальные болезни легких,Болезни органов дыхания,-5.759774,1.1642327,#A5DA35
Интертригинозный псориаз,Кожные болезни,-53.710537,10.045674,#404387
Интрамедуллярные опухоли спинного мозга,Нервные болезни,22.160406,27.203196,#64CB5D
Инфаркт кишечника,Болезни органов пищеварения,-0.025635287,-50.118984,#22A784
Инфаркт легкого,Болезни органов дыхания,54.54803,-22.238821,#A5DA35
Инфаркт миокарда,Болезни сердца и сосудов,57.775234,-17.543297,#79D151
Инфаркт плаценты,Женские болезни,-4.859706,-80.97954,#3D4C89
Инфаркт почки,Урологические болезни,18.833858,-23.79015,#30678D
Инфаркт селезенки,Болезни органов пищеварения,2.9854617,-27.364388,#22A784
Инфекционная миелопатия,Нервные болезни,35.458004,21.705336,#64CB5D
Инфекционно-аллергический миокардит,Аллергические болезни,6.9417734,-12.268324,#E7E419
Инфекционный артрит,Ревматические болезни,-3.1121664,60.41775,#BADE27
Инфекционный колит,Болезни толстого кишечника,11.363384,-44.05152,#D2E11B
Инфекционный мононуклеоз,Инфекционные болезни,-20.557047,-4.333698,#482374
Инфекция мочевыводящих путей у детей,Детские болезни,-0.3377876,-19.632145,#23888D
Инфильтративный туберкулез легких,Болезни органов дыхания,-2.9804869,-3.1782262,#A5DA35
Ипохондрический невроз,Нервные болезни,78.74006,16.397837,#64CB5D
Ипохондрия,Психические расстройства,78.917435,16.202291,#42BE71
Иридоциклит,Глазные болезни,-2.0835664,35.384087,#345E8D
Ирит,Глазные болезни,-3.3483942,36.017834,#345E8D
Искривление голеней,Эстетические проблемы,16.691826,74.25295,#2D6F8E
Искривление носа,Эстетические проблемы,-26.691692,31.46921,#2D6F8E
Искривление позвоночника,Болезни ОДС и травмы,20.187487,65.28236,#29AF7F
Искусственные расстройства,Психические расстройства,79.8231,17.080141,#42BE71
Истерики у детей,Детские болезни,87.85702,28.159468,#23888D
Истерическая психопатия,Психические расстройства,86.1308,19.421185,#42BE71
Истерический невроз,Нервные болезни,78.59822,14.637107,#64CB5D
Истинная экзема,Аллергические болезни,-63.168415,3.3153443,#E7E419
Истинный гермафродитизм,Эндокринные болезни,44.11225,-41.853962,#440154
Истмико-цервикальная недостаточность,Женские болезни,-10.838198,-81.400276,#3D4C89
Ихтиоз,Кожные болезни,-61.570396,14.036961,#404387
Ихтиозиформная эритродермия,Кожные болезни,-60.484276,12.235432,#404387
Ишемическая болезнь сердца,Болезни сердца и сосудов,58.901493,-12.825419,#79D151
Ишемическая нейропатия зрительного нерва,Глазные болезни,12.283555,32.58023,#345E8D
Ишемическая нефропатия,Урологические болезни,19.662855,-23.83055,#30678D
Ишемический инсульт,Нервные болезни,40.802986,28.789665,#64CB5D
Ишемический колит,Болезни толстого кишечника,0.65951777,-50.030285,#D2E11B
Ишемический спинальный инсульт,Нервные болезни,34.722897,38.445274,#64CB5D
Йододерма,Кожные болезни,-50.291603,8.887414,#404387
Йододефицитные заболевания щитовидной железы,Эндокринные болезни,36.461468,-33.44372,#440154
Кавернит,Мужские болезни,-32.512264,-59.540493,#48196B
Кавернозный туберкулез легких,Болезни органов дыхания,-2.1720834,-3.938088,#A5DA35
Каловый камень,Болезни толстого кишечника,-1.1671144,-55.925426,#D2E11B
Калькулезный простатит,Мужские болезни,-21.541756,-48.663742,#48196B
Калькулезный холецистит,Болезни органов пищеварения,-0.82178414,-37.86691,#22A784
Кальцинаты молочных желез,Болезни молочных желез,-49.85161,-38.82019,#462F7C
Кальциноз кожи,Кожные болезни,-59.613564,17.201248,#404387
Камни в почках,Урологические болезни,-7.505245,-34.75289,#30678D
Камни мочевого пузыря,Урологические болезни,-15.559817,-56.135612,#30678D
Камни мочеиспускательного канала,Урологические болезни,-14.559533,-57.87949,#30678D
Камни мочеточника,Урологические болезни,-13.660181,-55.2076,#30678D
Камни поджелудочной железы,Болезни органов пищеварения,-23.80222,-35.440056,#22A784
Камни слюнных желез,Болезни зубов,-58.362938,-34.39416,#38568B
Кампилобактериоз,Инфекционные болезни,-19.962557,-6.79881,#482374
Кампомелическая дисплазия ,Наследственные болезни,31.784626,0.8310397,#267F8E
Каналикулит,Глазные болезни,-11.343382,35.902554,#345E8D
Кандидоз ,Венерические болезни,-35.944237,-63.614162,#35B778
Кандидоз кишечника,Болезни органов пищеварения,14.402442,-39.19224,#22A784
Кандидоз кожи,Кожные болезни,-68.461914,7.101179,#404387
Кандидоз легких,Болезни органов дыхания,-10.423388,-3.7058282,#A5DA35
Кандидоз полости рта,Болезни зубов,-50.515224,31.052937,#38568B
Канцероматоз брюшины,Онкологические болезни,-36.830105,-36.95829,#FDE724
Канцерофобия,Психические расстройства,80.22401,16.466145,#42BE71
Каплевидный гипомеланоз,Кожные болезни,-57.792778,14.727989,#404387
Каплевидный псориаз ,Кожные болезни,-53.279823,9.879471,#404387
Капсулярная контрактура,Эстетические проблемы,-36.044765,3.1693196,#2D6F8E
Карбункул,Кожные болезни,-36.177986,14.312286,#404387
Карбункул почки,Урологические болезни,-10.303908,-37.10078,#30678D
Кардиомиопатия,Болезни сердца и сосудов,61.051037,-21.033854,#79D151
Кардиосклероз,Болезни сердца и сосудов,60.551125,-20.840204,#79D151
Кардиофобия,Психические расстройства,79.69694,15.017221,#42BE71
Карельская лихорадка,Инфекционные болезни,-26.053535,-3.9418972,#482374
Кариес зубов,Болезни зубов,-48.54367,49.633076,#38568B
Каротидная хемодектома,Онкологические болезни,19.14158,24.623402,#FDE724
Карункул уретры,Урологические болезни,-21.109818,-66.36432,#30678D
Карциноид,Онкологические болезни,-36.0175,-38.86404,#FDE724
Карциноид бронха,Онкологические болезни,-38.943092,-26.076902,#FDE724
Карциноидные опухоли ЖКТ,Онкологические болезни,-37.131367,-42.500095,#FDE724
Карциноидный папилломатоз кожи Готтрона,Кожные болезни,-54.021862,14.87372,#404387
Карциноидный синдром,Онкологические болезни,27.061525,-33.737637,#FDE724
Карциноматозный менингит,Нервные болезни,31.188406,26.258663,#64CB5D
Каталепсия,Психические расстройства,71.47994,14.705329,#42BE71
Катаракта,Глазные болезни,3.9357302,44.815598,#345E8D
Катаральная ангина,"Болезни уха, горла, носа",-23.312553,9.079971,#208F8C
Катаральный аппендицит,Болезни органов пищеварения,-10.022824,-45.232224,#22A784
Катаральный гастрит,Болезни органов пищеварения,15.8773155,-49.678436,#22A784
Катаральный гингивит,Болезни зубов,-48.98539,37.7934,#38568B
Катаральный проктит,Болезни толстого кишечника,8.176401,-47.7618,#D2E11B
Катаральный сигмоидит,Болезни толстого кишечника,9.704609,-46.77012,#D2E11B
Катаральный стоматит,Болезни зубов,-48.27392,33.312412,#38568B
Катаральный эзофагит,Болезни органов пищеварения,9.432977,-52.9092,#22A784
Кататония,Психические расстройства,71.76473,13.463444,#42BE71
Каузалгия,Нервные болезни,39.90742,21.50173,#64CB5D
Кератит,Глазные болезни,-10.718452,41.0393,#345E8D
Кератоакантома губ и слизистой рта,Болезни зубов,-60.92377,-8.362674,#38568B
Кератоакантома кожи,Кожные болезни,-60.844723,-7.67859,#404387
Кератоглобус,Глазные болезни,5.228806,41.272087,#345E8D
Кератодермия,Кожные болезни,-61.28145,10.840667,#404387
Кератоконус,Глазные болезни,4.2638416,45.54025,#345E8D
Кератома,Кожные болезни,-61.451927,-6.8043127,#404387
Кератопатия,Глазные болезни,-3.8062572,38.27933,#345E8D
Кефалогематома,Детские болезни,25.953707,37.401684,#23888D
Килевидная грудная клетка,Болезни ОДС и травмы,16.84134,59.149906,#29AF7F
Киста бартолиновой железы,Женские болезни,-56.79932,-34.10558,#3D4C89
Киста Беккера,Болезни ОДС и травмы,-0.1746824,80.56854,#29AF7F
Киста влагалища,Женские болезни,-23.027697,-57.985878,#3D4C89
Киста головного мозга,Нервные болезни,32.723457,31.592627,#64CB5D
Киста жёлтого тела яичника,Женские болезни,-35.73337,-84.298065,#3D4C89
Киста желчного пузыря,Болезни органов пищеварения,-11.66809,-52.904747,#22A784
Киста конъюнктивы,Глазные болезни,-0.86488235,40.152515,#345E8D
Киста легкого,Болезни органов дыхания,-25.135418,-27.813288,#A5DA35
Киста менисков,Болезни ОДС и травмы,-0.020706521,80.81193,#29AF7F
Киста молочной железы,Болезни молочных желез,-51.936104,-35.20954,#462F7C
Киста печени,Болезни органов пищеварения,-26.67097,-32.240513,#22A784
Киста поджелудочной железы,Болезни органов пищеварения,-23.647343,-34.104084,#22A784
Киста почки,Урологические болезни,-24.555424,-32.863888,#30678D
Киста селезенки,Болезни органов пищеварения,-24.145046,-32.454956,#22A784
Киста Торнвальдта,"Болезни уха, горла, носа",-24.013287,23.165184,#208F8C
Киста урахуса,Урологические болезни,-17.787895,-58.075966,#30678D
Киста шеи,Болезни ОДС и травмы,-21.858234,-58.104134,#29AF7F
Киста шейки матки,Женские болезни,-23.577229,-77.03117,#3D4C89
Киста яичника,Женские болезни,-34.99582,-82.86813,#3D4C89
Кистозная гипоплазия легких,Болезни органов дыхания,2.2152374,1.0129822,#A5DA35
Кистома яичника,Женские болезни,-34.324474,-82.034645,#3D4C89
Кисты кожи,Кожные болезни,-62.616318,-20.762814,#404387
Кисты околоносовых пазух,"Болезни уха, горла, носа",-27.173773,27.019403,#208F8C
